,Entries,Pronunciations,Generated Pron,Tones,Generated Tones,Absolutives,Generated Abs,Grammatical Info,Gloss
3065,*maṭʰa·m,maṭʰamʔ´,maṭʰamʔ´,,3,maṭʰamʔ,maṭʰamʔ,Verb,be related as brothers
3066,*maṭʼem,maṭʼémʔ,maṭʼémʔ,,3,maṭʼemʔ,maṭʼemʔ,Verb,act like
3067,*mayohc,,mayóhʔ,,3,,mayohʔ,,
3068,*mayolaq,mayoláʔ,mayoláʔ,,3,mayolaʔ,mayolaʔ,,
3069,*mayukʼut,mayukʼúʔ,mayukʼúʔ,,3,mayukʼuʔ,mayukʼuʔ,Verb,restaurant
3070,maʔahca,,maʔáhca,,3,,maʔahca,Noun,feed
3071,maʔal,maʔál,maʔál,,3,maʔal,maʔal,,
3072,*maʔat,maʔáʔ,maʔáʔ,,3,maʔaʔ,maʔaʔ,Verb,step on something sticky
3073,*maʔcʼolh,maʔcʼólʔ,maʔcʼólʔ,,3,maʔcʼolʔ,maʔcʼolʔ,Verb,make hole with foot
3074,*maʔcʼon,maʔcʼónʔ,maʔcʼónʔ,,3,maʔcʼonʔ,maʔcʼonʔ,Verb,detach by stepping
3075,*maʔcʼoqʰot,maʔcʼoqʰóʔ,maʔcʼoqʰóʔ,,3,maʔcʼoqʰoʔ,maʔcʼoqʰoʔ,Verb,remove piece by walking
3076,*maʔcʼowad,maʔcʼowá·du,maʔcʼowá·du,,3,maʔcʼowa·du,maʔcʼowa·du,,
3077,*maʔcʼoʔcʼo,maʔcʼóʔcʼow,maʔcʼóʔcʼow,,3,maʔcʼoʔcʼow,maʔcʼoʔcʼow,Reduplicating Verb,break to pieces by stepping
3078,*maʔcʼuma·tad,maʔcʼumá·tadu,maʔcʼumá·tadu,,3,maʔcʼuma·tadu,maʔcʼuma·tadu,,
3079,*maʔcʼuʔcʼu,,maʔcʼúʔcʼuw,,3,,maʔcʼuʔcʼuw,Verb,break with foot
3080,*maʔdaqʰahmucʼ,maʔdaqʰáhmuʔ,maʔdaqʰáhmuʔ,,3,maʔdaqʰahmuʔ,maʔdaqʰahmuʔ,Verb,be married to each other
3081,maʔdaqʰanʔ,maʔdaqʰánʔ,maʔdaqʰánʔ,,3,maʔdaqʰanʔ,maʔdaqʰanʔ,Kinship Noun,be clawing
3082,*maʔdi,maʔdíw,maʔdíw,,3,maʔdiw,maʔdiw,Verb of Handling,get
3083,*maʔdim,,maʔdímʔ,,3,,maʔdimʔ,Verb of Handling,crack with foot
3084,maʔkʼala,maʔkʼalá,maʔkʼalá,,3,maʔkʼala,maʔkʼala,Noun,lean long object against with foot
3085,*maʔkʼayʔci,maʔkʼáyʔciw,maʔkʼáyʔciw,,3,maʔkʼayʔciw,maʔkʼayʔciw,Verb,get foot stuck
3086,*maʔkʼec,maʔkʼéʔ,maʔkʼéʔ,,3,maʔkʼeʔ,maʔkʼeʔ,Verb,become erect
3087,*maʔkʼecʰqa,maʔkʼécʰqaw,maʔkʼécʰqaw,,3,maʔkʼecʰqaw,maʔkʼecʰqaw,Verb,make stiff by manipulating
3088,*maʔkʼo,maʔkʼów,maʔkʼów,,3,maʔkʼow,maʔkʼow,Verb,bump with foot
3089,*maʔkʼoʔkʼoc,maʔkʼóʔkʼoʔ,maʔkʼóʔkʼoʔ,,3,maʔkʼoʔkʼoʔ,maʔkʼoʔkʼoʔ,Reduplicating Verb,wear depression with foot
3090,*maʔkʼu,maʔkʼúw,maʔkʼúw,,3,maʔkʼuw,maʔkʼuw,Verb,walk all over
3091,*maʔkʼuṭa·duwad,maʔkʼuṭá·duwa·du,maʔkʼuṭá·duwa·du,,3,maʔkʼuṭa·duwa·du,maʔkʼuṭa·duwa·du,Verb,walk crunching
3092,*maʔkʼuṭʰmakʼuṭʰa·dad,maʔkʼúṭʰmakʼuṭʰa·dadu,maʔkʼúṭʰmakʼuṭʰa·dadu,,3,maʔkʼuṭʰmakʼuṭʰa·dadu,maʔkʼuṭʰmakʼuṭʰa·dadu,Verb,walk crunching
3093,*maʔloʔlo,maʔlóʔlow,maʔlóʔlow,,3,maʔloʔlow,maʔloʔlow,Reduplicating Verb,tangle with foot
3094,*maʔlu,maʔlúw,maʔlúw,,3,maʔluw,maʔluw,Verb,wrap with foot
3095,*maʔlumalutad,maʔlumáluta·du,maʔlumáluta·du,,3,maʔlumaluta·du,maʔlumaluta·du,,
3096,*maʔne·cicʼ,maʔne·cíʔ,maʔne·cíʔ,,4,maʔne·ciʔ,maʔne·ciʔ,Verb,close with foot
3097,*maʔpʼomapʼotad,maʔpʼomápʼota·du,maʔpʼomápʼota·du,,3,maʔpʼomapʼota·du,maʔpʼomapʼota·du,,
3098,*maʔpʼoʔpʼoc,maʔpʼóʔpʼoʔ,maʔpʼóʔpʼoʔ,,3,maʔpʼoʔpʼoʔ,maʔpʼoʔpʼoʔ,Verb,empty out with foot
3099,*maʔqʼac,maʔqʼáʔ,maʔqʼáʔ,,3,maʔqʼaʔ,maʔqʼaʔ,Verb,tighten with sole of foot
3100,*maʔqʼala·tad,maʔqʼalá·tadu,maʔqʼalá·tadu,,3,maʔqʼala·tadu,maʔqʼala·tadu,,
3101,*maʔqʼalh,maʔqʼálʔ,maʔqʼálʔ,,3,maʔqʼalʔ,maʔqʼalʔ,Verb,insert foot
3102,*maʔqʼotam,maʔqʼotámʔ,maʔqʼotámʔ,,3,maʔqʼotamʔ,maʔqʼotamʔ,Verb,choke someone by stepping on neck
3103,maʔsʼa,maʔsʼa´,maʔsʼa´,,3,maʔsʼa,maʔsʼa,Adjective,hit hard and hurt with sole of foot
3104,*maʔsʼaṭʰma,,maʔsʼáṭʰmaw,,3,,maʔsʼaṭʰmaw,Verb,hit and hurt with foot
3105,*maʔsʼaʔsʼac,maʔsʼáʔsʼaʔ,maʔsʼáʔsʼaʔ,,3,maʔsʼaʔsʼaʔ,maʔsʼaʔsʼaʔ,Verb,pinch with whole hand
3106,*maʔsʼiy,maʔsʼíyʔ,maʔsʼíyʔ,,3,maʔsʼiyʔ,maʔsʼiyʔ,Verb,dent by stepping on
3107,*maʔsʼoq,maʔsʼóʔ,maʔsʼóʔ,,3,maʔsʼoʔ,maʔsʼoʔ,Verb,mash with foot
3108,*maʔsʼoʔsʼo,maʔsʼóʔsʼow,maʔsʼóʔsʼow,,3,maʔsʼoʔsʼow,maʔsʼoʔsʼow,Verb,find with foot
3109,*maʔtʼemh,maʔtʼémʔ,maʔtʼémʔ,,3,maʔtʼemʔ,maʔtʼemʔ,Verb,step on
3110,maʔtʼemʔ,maʔtʼémʔ,maʔtʼémʔ,,3,maʔtʼemʔ,maʔtʼemʔ,Noun,gather surface into smaller piece with feet
3111,*maʔṭu,maʔṭʼúw,maʔṭúw,,2,maʔṭʼuw,maʔṭuw,Verb,foot on edge
3112,*maʔṭut,,maʔṭúʔ,,3,maʔṭuʔ,maʔṭuʔ,,
3113,maʔṭʰiwi,maʔṭʰiwí,maʔṭʰiwí,,3,maʔṭʰiwi,maʔṭʰiwi,Place Name,push in place with foot
3114,*maʔṭʼaṭ,maʔṭʼáʔ,maʔṭʼáʔ,,3,maʔṭʼaʔ,maʔṭʼaʔ,Verb,twist together
3115,*maʔṭʼawʔduc,maʔṭʼáwʔduʔ,maʔṭʼáwʔduʔ,,3,maʔṭʼawʔdu,maʔṭʼawʔduʔ,Verb,stain with foot
3116,*maʔṭʼela·tad,maʔṭʼelá·tadu,maʔṭʼelá·tadu,,3,maʔṭʼela·tadu,maʔṭʼela·tadu,,
3117,*maʔṭʼelh,maʔṭʼélʔ,maʔṭʼélʔ,,3,maʔṭʼelʔ,maʔṭʼelʔ,Verb,"stomp, trample"
3118,*maʔṭʼeʔṭʼe,maʔṭʼéʔṭʼew,maʔṭʼéʔṭʼew,,3,maʔṭʼeʔṭʼew,maʔṭʼeʔṭʼew,Verb,press repeatedly with foot
3119,maʔṭʼi,maʔṭʼi´,maʔṭʼi´,,3,maʔṭʼi,maʔṭʼi,Adjective,twist several things together with sole of foot; with butt of hand
3120,*maʔṭʼiʔṭʼi,,maʔṭʼíʔṭʼiw,,3,,maʔṭʼiʔṭʼiw,Verb,flatten with foot
3121,*maʔṭʼubut,maʔṭʼubúʔ,maʔṭʼubúʔ,,3,maʔṭʼubuʔ,maʔṭʼubuʔ,Verb,submerge foot
3122,*maʔṭʼuṭʰu,maʔṭʼúṭʰuʔ,maʔṭʼuṭʰúw,,2,maʔṭʼuṭʰuʔ,maʔṭʼuṭʰuw,Verb,clench fist
3123,maʔu,maʔu´,maʔu´,,3,maʔu,maʔu,Pronoun,here
3124,*maʔya·q,maʔyaʔ´,maʔyaʔ´,,3,maʔyaʔ,maʔyaʔ,Verb,recognize with foot
3125,*maʔyiʔyi,maʔyíʔyiw,maʔyíʔyiw,,3,maʔyiʔyiw,maʔyiʔyiw,Verb,hang in folds
3126,*maʔyoʔyoc,maʔyóʔyoʔ,maʔyóʔyoʔ,,3,maʔyoʔyoʔ,maʔyoʔyoʔ,Verb,pucker with sole of foot
3127,maʔyul,maʔyúl,maʔyúl,,3,maʔyul,maʔyul,Adverb,hurt by feet
3128,*ma·bic,,ma·bíʔ,,3,,ma·biʔ,Verb,take (liquid) out of
3129,*ma·c,maʔ´,maʔ´,,0,maʔ,maʔ,Verb,set (fire)
3130,*ma·cʼic,,ma·cʼíʔ,,3,,ma·cʼiʔ,,
3131,*ma·d,ma·du,ma·du´,,4,ma·du,ma·du,Verb of Movement,set down container
3132,ma·ma,má·ma,ma·ma´,1,1,ma·ma,ma·ma,,
3133,ma·manʔ,ma·mánʔ,ma·mánʔ,,4,ma·manʔ,ma·manʔ,Kinship Noun,take (container) out of
3134,*ma·qocʼ,ma·qóʔ,ma·qóʔ,,4,ma·qoʔ,ma·qoʔ,Verb of Movement,and then
3135,mensʼin,mensʼín,mensʼín,,3,mensʼin,mensʼin,Conjunction,when
3136,meṭi,meṭi´,meṭi´,,3,meṭi,meṭi,Adverb,say
3137,mi hcaw,mihcáw,mí hcaw,,2,mihcaw,mi hcaw,Adverb,dig hole with toe
3138,*mibut,mibúʔ,mibúʔ,,3,mibuʔ,mibuʔ,,
3139,micadel,micadél,micadél,,3,micadel,micadel,,
3140,micadeʔkʰe,micadéʔkʰe,micadéʔkʰe,,3,micadeʔkʰe,micadeʔkʰe,,
3141,micadeʔna,micadéʔna,micadéʔna,,3,micadeʔna,micadeʔna,,
3142,micade·yi,micadé·yi,micadé·yi,,3,micade·yi,micade·yi,,
3143,micanʔ,micánʔ,micánʔ,,0,micanʔ,micanʔ,Kinship Noun,throw several against
3144,*mica·bic,,mica·bíʔ,,4,,mica·biʔ,Verb of Handling,throw bunch up
3145,*mica·cʼic,mica·cʼíʔ,mica·cʼíʔ,,4,mica·cʼiʔ,mica·cʼiʔ,Verb,throw several hither
3146,*mica·duc,,mica·dúʔ,,4,mica·duʔ,mica·duʔ,Verb,throw several hence
3147,*mica·hqa,micahqáw,micahqáw,,3,micahqaw,micahqaw,Verb,cause to fall off
3148,*mica·la,mica·láw,mica·láw,,4,mica·law,mica·law,Verb,throw several out
3149,*mica·qac,mica·qáʔ,mica·qáʔ,,4,mica·qaʔ,mica·qaʔ,Verb,put (sev.) up away
3150,mica·sʼ,micasʼ´,micasʼ´,,3,micasʼ,micasʼ,Kinship Noun,grab with toes
3151,*miced,micé·du,micé·du,,0,mice·du,mice·du,Verb,say
3152,miceki·yi,micekí·yi,micekí·yi,,3,miceki·yi,miceki·yi,,
3153,*micelʔta,micélʔtaw,micélʔtaw,,3,micelʔtaw,micelʔtaw,,
3154,*micet,micéʔ,micéʔ,,3,miceʔ,miceʔ,,
3155,mice·ki,mice·kí,mice·ki´,,4,mice·ki,mice·ki,Kinship Noun,stub or catch toe
3156,*micʰa·q,micʰaʔ´,micʰaʔ´,,3,micʰaʔ,micʰaʔ,Verb,take out with needle
3157,*micʰul,micʰúlʔ,micʰúlʔ,,3,micʰulʔ,micʰulʔ,Verb,pick with toe or pin
3158,micʰuʔli,micʰúʔli,micʰúʔli,,0,micʰuʔli,micʰuʔli,Adverb,separate but remain attached with toes
3159,*micʼalta,micʼáltaw,micʼáltaw,,3,micʼaltaw,micʼaltaw,,
3160,*micʼa·ṭ,micʼaʔ´,micʼaʔ´,,3,micʼaʔ,micʼaʔ,Verb,kick something to stick it between two things
3161,*micʼemicʼe,micʼemícʼew,micʼemícʼew,,3,micʼemicʼew,micʼemicʼew,Reduplicating Verb,make many quick movements with end of long object
3162,*micʼihṭi,micʼíhṭiw,micʼíhṭiw,,3,micʼihṭiw,micʼihṭiw,,
3163,*micʼi·ṭ,micʼiʔ´,micʼiʔ´,,3,micʼiʔ,micʼiʔ,Verb,count up
3164,*micʼo·m,micʼomʔ´,micʼomʔ´,,3,micʼomʔ,micʼomʔ,Verb,break point off
3165,*micʼu·l,micʼulʔ´,micʼulʔ´,,3,micʼulʔ,micʼulʔ,Verb,kick as hard as you can to hurt
3166,*mid,midu´,midú,,0,midu,midu,Verb,kick over with toes
3167,mideki·yi,midekí·yi,midekí·yi,,3,mideki·yi,mideki·yi,,
3168,*mide·cʼ,mide·du´,mideʔ´,,3,mide·du,mideʔ,,
3169,*mide·d,mide·du´,mide·du´,,4,mide·du,mide·du,Verb of Handling,be beyond reach of toes
3170,miduwe,midúwe,miduwé,,2,miduwe,miduwe,Adverb,throw several in hence
3171,mihcamaci,mihcamáci,mihcamáci,,3,mihcamaci,mihcamaci,Noun,to that house
3172,*mihcaway,,mihcawáyʔ,,3,mihcaway,mihcawayʔ,Verb,put several against something
3173,*mihcec,,mihcéʔ,,3,mihceʔ,mihceʔ,Verb,obstruct with toe
3174,*mihcelhci,mihcélhciw,mihcélhciw,,3,mihcelhciw,mihcelhciw,Verb,kick over
3175,*mihcʰahcʰac,mihcʰáhcʰaʔ,mihcʰáhcʰaʔ,,3,mihcʰahcʰaʔ,mihcʰahcʰaʔ,Verb,crumble with toes
3176,*mihcʰamicʰatad,mihcʰamícʰata·du,mihcʰamícʰata·du,,3,mihcʰamicʰata·du,mihcʰamicʰata·du,Verb,act in many places with toes
3177,*mihcʰohcʰoc,mihcʰóhcʰoʔ,mihcʰóhcʰoʔ,,3,mihcʰohcʰoʔ,mihcʰohcʰoʔ,Reduplicating Verb,wear out by kicking
3178,*mihcʰomihcʰoc,mihcʰomíhcʰoʔ,mihcʰomíhcʰoʔ,,3,mihcʰomihcʰoʔ,mihcʰomihcʰoʔ,Reduplicating Verb,wear out by kicking
3179,*mihcʰot,mihcʰóʔ,mihcʰóʔ,,3,mihcʰoʔ,mihcʰoʔ,Verb,toes become too tired to finish
3180,*mihcʰuhcʰu,mihcʰúhcʰuw,mihcʰúhcʰuw,,3,mihcʰuhcʰuw,mihcʰuhcʰuw,Verb,crumble with toes
3181,*mihcʰumihcʰu,mihcʰumíhcʰuw,mihcʰumíhcʰuw,,3,mihcʰumihcʰuw,mihcʰumihcʰuw,Verb,crumble with toes
3182,mihi lahwal,mihiláhwal,mihi láhwal,,3,mihilahwal,mihi lahwal,Adverb,loosen by kicking
3183,*mihkomihkotad,mihkomíkota·du,mihkomíhkota·du,,3,mihkomikota·du,mihkomihkota·du,,
3184,*mihkot,mihkóʔ,mihkóʔ,,3,mihkoʔ,mihkoʔ,Verb,wear out toes of shoes by kicking
3185,*mihkotʰma,mihkótʰmaw,mihkótʰmaw,,3,mihkotʰmaw,mihkotʰmaw,Verb,kneel on something
3186,*mihkut,mihkúʔ,mihkúʔ,,3,mihkuʔ,mihkuʔ,Verb,with toe to make drum sound
3187,*mihkʰe,,mihkʰéw,,3,,mihkʰew,Verb,trip with foot
3188,*mihlaba,mihlabáw,mihlabáw,,3,mihlabaw,mihlabaw,Verb,split by kicking
3189,*mihlabat,mihlabáʔ,mihlabáʔ,,3,mihlabaʔ,mihlabaʔ,,
3190,*mihlo,mihlów,mihlów,,3,mihlow,mihlow,Verb,detach
3191,*mihlokʼ,mihlóʔ,mihlóʔ,,3,mihloʔ,mihloʔ,Verb,flop with foot
3192,*mihlokʼmihlokʼ,mihlókʼmihloʔ,mihlókʼmihloʔ,,3,mihlokʼmihloʔ,mihlokʼmihloʔ,Reduplicating Verb,flop with foot
3193,*mihlo·cʼ,,mihloʔ´,,3,,mihloʔ,Verb,kick off (shoe)
3194,*mihlud,mihludú,mihludú,,3,mihludu,mihludu,Verb,not count all of
3195,*mihnat,,mihnáʔ,,3,,mihnaʔ,Verb,try with toes
3196,*mihpana·tad,mihpaná·tadu,mihpaná·tadu,,3,mihpana·tadu,mihpana·tadu,,
3197,*mihpanh,mihpánʔ,mihpánʔ,,3,mihpanʔ,mihpanʔ,Verb,compress with long instrument
3198,*mihponpoloc,mihpónpoloʔ,mihpónpoloʔ,,3,mihponpoloʔ,mihponpoloʔ,Verb,make swollen from kicking
3199,mihpʰanki,mihpʰánki,mihpʰánki,,3,mihpʰanki,mihpʰanki,Kinship Noun,kick down
3200,*mihpʰa·šma,mihpʰašmáw,mihpʰašmáw,,3,mihpʰaš,mihpʰašmaw,Verb,collapsed by kicking
3201,*mihpʰitʼci,mihpʰítʼciw,mihpʰítʼciw,,3,mihpʰitʼciw,mihpʰitʼciw,Verb,tear by kicking
3202,*mihpʰitʼpʰitʼiwa·d,mihpʰítʼpʰitʼiwa·du,mihpʰítʼpʰitʼiwa·du,,3,mihpʰitʼpʰitʼiwa·du,mihpʰitʼpʰitʼiwa·du,,
3203,*mihpʰukʼut,mihpʰukʼúʔ,mihpʰukʼúʔ,,3,mihpʰukʼuʔ,mihpʰukʼuʔ,Verb,kick toes into something soft
3204,*mihqa,mihqáw,mihqáw,,3,mihqaw,mihqaw,Verb,barely be able to smell
3205,*mihqʰahqʰa,mihqʰáhqʰaw,mihqʰáhqʰaw,,3,mihqʰahqʰaw,mihqʰahqʰaw,Reduplicating Verb,rub with toe
3206,*mihqʰalh,mihqʰálʔ,mihqʰálʔ,,3,mihqʰalʔ,mihqʰalʔ,Verb,brush against with toes
3207,*mihqʰamihqʰa,mihqʰamíhqʰaw,mihqʰamíhqʰaw,,3,mihqʰamihqʰaw,mihqʰamihqʰaw,Reduplicating Verb,rub toes around
3208,*mihqʰamihqʰa,mihqʰamíhqʰaw,mihqʰamíhqʰaw,,3,mihqʰamihqʰaw,mihqʰamihqʰaw,Reduplicating Verb,barely be able to smell
3209,*mihqʰamiqʰatad,mihqʰamíqʰata·du,mihqʰamíqʰata·du,,3,mihqʰamiqʰata·d,mihqʰamiqʰata·du,,
3210,*mihqʰohqʰo,mihqʰóhqʰow,mihqʰóhqʰow,,3,mihqʰohqʰow,mihqʰohqʰow,Reduplicating Verb,be heavy
3211,*mihsihsi,mihsíhsiw,mihsíhsiw,,3,mihsihsiw,mihsihsiw,Reduplicating Verb,make into pieces by kicking
3212,*mihsikʼit,mihsikʼíʔ,mihsikʼíʔ,,3,mihsikʼiʔ,mihsikʼiʔ,Verb,bounce through air with small end of along object
3213,*mihsilh,mihsílʔ,mihsílʔ,,3,mihsilʔ,mihsilʔ,Verb,get sliver in toe or nose
3214,*mihsim,mihsímʔ,mihsímʔ,,3,mihsimʔ,mihsimʔ,Verb,make little pieces using toes
3215,*mihsokʼot,mihsokʼóʔ,mihsokʼóʔ,,3,mihsokʼoʔ,mihsokʼoʔ,Verb,kick watermelon and juice squirt out
3216,*mihsom,,mihsómʔ,,3,,mihsomʔ,Verb,erase with foot
3217,*mihsul,,mihsúlʔ,,3,,mihsulʔ,Verb,get moldy ?
3218,mihšac,mihšáʔ,mihšáʔ,,3,mihšaʔ,mihšaʔ,,
3219,*mihšahša,mihšáhšaw,mihšáhšaw,,3,mihšahšaw,mihšahšaw,Reduplicating Verb,disarrange with small end of long object
3220,*mihše,mihšéw,mihšéw,,3,mihšew,mihšew,Verb,smell
3221,*mihšecʰqa,mihšécʰqaw,mihšécʰqaw,,3,mihšecʰqaw,mihšecʰqaw,Verb,slip off
3222,*mihšul,mihšúlʔ,mihšúlʔ,,3,mihšulʔ,mihšulʔ,Verb,get cloudy
3223,*mihšula·tad,,mihšulá·tadu,,3,,mihšula·tadu,,
3224,*mihšumihšu,mihšumíhšuw,mihšumíhšuw,,3,mihšumihšuw,mihšumihšuw,Reduplicating Verb,sniff repeatedly
3225,*mihtay,mihtáyʔ,mihtáyʔ,,3,mihtayʔ,mihtayʔ,Verb,touch with toe
3226,*mihtecʼ,mihténʔ,mihtéʔ,,2,mihtenʔ,mihteʔ,,
3227,*mihtehte,mihtéhtew,mihtéhtew,,3,mihtehtew,mihtehtew,Reduplicating Verb,arrange with toes [?]
3228,*mihtenta,,mihténtaw,,3,,mihtentaw,,
3229,mihtenʔ,mihténʔ,míhtenʔ,,2,mihtenʔ,mihtenʔ,Verb,rub and swell up with feet
3230,*mihṭonṭolo,mihṭónṭolow,mihṭónṭolow,,3,mihṭonṭolow,mihṭonṭolow,Verb,wear away with toes
3231,*mihṭʰa,mihṭʰáw,mihṭʰáw,,3,mihṭʰaw,mihṭʰaw,Verb,kick open
3232,mihṭʰe,mihṭʰe´,mihṭʰe´,,3,mihṭʰe,mihṭʰe,Kinship Noun,keep kicking all day without stopping for long time
3233,*mihṭʰimiṭʰitad,mihṭʰimíṭʰita·du,mihṭʰimíṭʰita·du,,3,mihṭʰimiṭʰita·du,mihṭʰimiṭʰita·du,,
3234,*mihwe·n,mihwenʔ´,mihwenʔ´,,3,mihwenʔ,mihwenʔ,Verb,shake with foot
3235,*mihwit,mihwíʔ,mihwíʔ,,3,mihwiʔ,mihwiʔ,Verb,select with small end of long object
3236,mihya,mihya´,mihya´,,3,mihya,mihya,Noun,throat
3237,mihya dihṭʰeyʔmaw,mihya díhṭʰeyʔmaw,mihya díhṭʰeyʔmaw,,3,mihya dihṭʰeyʔmaw,mihya dihṭʰeyʔmaw,Noun,put around neck
3238,mihyac,mihyáʔ,mihyáʔ,,3,mihyaʔ,mihyaʔ,Noun,score (a point)
3239,*mihyacʰmucʼ,mihyácʰmuʔ,mihyácʰmuʔ,,3,mihyacʰmuʔ,mihyacʰmuʔ,Verb,woman's name ?
3240,mihyonnonʔ,,mihyónnonʔ,,3,,mihyonnonʔ,Proper Name,man's name ?
3241,mihyoq,mihyóʔ,mihyóʔ,,3,mihyoʔ,mihyoʔ,Noun,kick to pieces
3242,*mihyuṭ,mihyúʔ,mihyúʔ,,3,mihyuʔ,mihyuʔ,Verb,stir fire with foot
3243,miki,miki´,miki´,,3,miki,miki,Kinship Noun,one to mumble
3244,*miku·ṭ,mikuʔ´,mikuʔ´,,3,mikuʔ,mikuʔ,Verb,break with foot
3245,*mikʰehtad,mikʰéhtadu,mikʰéhtadu,,3,mikʰehtadu,mikʰehtadu,,
3246,*mikʰetʰmucʼ,mikʰétʰmuʔ,mikʰétʰmuʔ,,3,mikʰetʰmuʔ,mikʰetʰmuʔ,,
3247,*mikʰe·cʼwacʼ,mikʰecʼwáʔ,mikʰecʼwáʔ,,3,mikʰecʼwaʔ,mikʰecʼwaʔ,,
3248,*mikʰe·d,mikʰe·du´,mikʰe·du´,,4,mikʰe·du,mikʰe·du,Verb,feel rough to toe
3249,mikʼadel,mikʼadél,mikʼadél,,3,mikʼadel,mikʼadel,,
3250,mikʼadeʔkʰe,mikʼadéʔkʰe,mikʼadéʔkʰe,,3,mikʼadeʔkʰe,mikʼadeʔkʰe,,
3251,mikʼadeʔna,mikʼadéʔna,mikʼadéʔna,,3,mikʼadeʔna,mikʼadeʔna,,
3252,mikʼade·yi,mikʼadé·yi,mikʼadé·yi,,3,mikʼade·yi,mikʼade·yi,,
3253,*mikʼahci,miʔkʼáhciw,mikʼáhciw,,2,miʔkʼahciw,mikʼahciw,,
3254,*mikʼahli,mikʼáhliw,mikʼáhliw,,3,mikʼahliw,mikʼahliw,,
3255,*mikʼahnay,mikʼánayʔ,mikʼáhnayʔ,,2,mikʼanayʔ,mikʼahnayʔ,,
3256,*mikʼahni,mikʼáhniw,mikʼáhniw,,3,mikʼahniw,mikʼahniw,,
3257,*mikʼal,mikʼálʔ,mikʼálʔ,,3,mikʼalʔ,mikʼalʔ,Verb,open slightly with toes
3258,mikʼanʔ,mikʼánʔ,mikʼánʔ,,0,mikʼanʔ,mikʼanʔ,Kinship Noun,tilt with toes
3259,*mikʼihsi,mikʼíhsiw,mikʼíhsiw,,3,mikʼihsiw,mikʼihsiw,,
3260,*mikʼihši,mikʼíhšiw,mikʼíhšiw,,3,mikʼihšiw,mikʼihšiw,,
3261,*mikʼil,mikʼílʔ,mikʼílʔ,,3,mikʼilʔ,mikʼilʔ,Verb,"gesture ""let's go"""
3262,*mikʼis,mikʼís,mikʼís,,3,mikʼis,mikʼis,Verb,mark with toe
3263,*mikʼi·š,mikʼiš´,mikʼiš´,,3,mikʼiš,mikʼiš,Verb,squeak by dragging feet
3264,*mikʼot,mikʼóʔ,mikʼóʔ,,3,mikʼoʔ,mikʼoʔ,,
3265,*mikʼut,mikʼúʔ,mikʼúʔ,,3,mikʼuʔ,mikʼuʔ,,
3266,mil,míl,míl,,0,mil,mil,Adverb,smear with dirty toes
3267,*milut,milúʔ,milúʔ,,3,miluʔ,miluʔ,,
3268,miluw,milúw,milúw,,0,miluw,miluw,Adverb,put shapeless substance with toes
3269,*mima,mimáw,mimáw,,3,mimaw,mimaw,Verb of Position,be field
3270,mimahpʰa,mimáhpʰa,mimáhpʰa,,3,mimahpʰa,mimahpʰa,Noun,cry to accompany someone
3271,mima·sʼ,mimasʼ´,mimasʼ´,,3,mimasʼ,mimasʼ,Kinship Noun,mean to say
3272,*mimit,mimíʔ,mimíʔ,,3,mimiʔ,mimiʔ,,
3273,*mimitad,,mimitá·du,,3,,mimita·du,Verb,make a plan
3274,mimusʼe·yi,mimusʼé·yi,mimusʼé·yi,,3,mimusʼe·yi,mimusʼe·yi,,
3275,mimu·sʼ,mimusʼ´,mimusʼ´,,3,mimusʼ,mimusʼ,Kinship Noun,cover with foot
3276,*minem,minémʔ,minémʔ,,3,minemʔ,minemʔ,Verb,be barely detectable to toes
3277,*miqʰo·ṭ,miqʰoʔ´,miqʰoʔ´,,3,miqʰoʔ,miqʰoʔ,Verb,scratch or scrape self with toes
3278,*miqʼos,miqʼós,miqʼós,,3,miqʼos,miqʼos,Verb,throw sev nonlong up
3279,misa·c,misaʔ´,misaʔ´,,3,misaʔ,misaʔ,Noun,crossed feet
3280,*misʼa·,misʼaw´,misʼaw´,,3,misʼaw,misʼaw,Verb,bend toes back
3281,*misʼi,misʼíw,misʼíw,,3,misʼiw,misʼiw,Verb,pin
3282,misʼimʔli,misʼímʔli,misʼímʔli,,3,misʼimʔli,misʼimʔli,Noun,pin
3283,*misʼu·l,misʼuʔ´,misʼulʔ´,,3,misʼulʔ,misʼulʔ,,
3284,miša·,miša·´,miša·´,,4,miša·,miša·,Kinship Noun,place or throw serially
3285,*mitabic,,mitabíʔ,,3,,mitabiʔ,Verb,throw upward
3286,*mitacʼ,míʔ,mitáʔ,,1,miʔ,mitaʔ,,
3287,*mitad,mitadú,mitá·du,,0,mitadu,mita·du,Verb of Handling,throw hither
3288,*mitaduc,mitadúʔ,mitáduʔ,,0,mitaduʔ,mitaduʔ,Verb of Handling,throw against
3289,*mitala,mitaláw,mitálaw,,0,mitalaw,mitalaw,Verb of Handling,put down off of ?
3290,*mitaloq,mitalóʔ,mitáloʔ,,0,mitaloʔ,mitaloʔ,Verb of Handling,cross feet or legs
3291,mito,mito´,mitó,,0,mito,mito,Pronoun,lay several above ground
3292,*mitʼac,mitʼáʔ,mitʼáʔ,,3,mitʼaʔ,mitʼaʔ,,
3293,*mitʼat,mitʼáʔ,mitʼáʔ,,3,mitʼaʔ,mitʼaʔ,Verb,fidget toes
3294,*mitʼehtim,mitʼéhtimʔ,mitʼéhtimʔ,,3,mitʼehtimʔ,mitʼehtimʔ,,
